"NO","PACKAGING TYPE","WORK ORDER","PO NO.","ITEM NO.","BRAND","COMPANY","CUSTOMER GROUP","BATERY TYPE","CELL GRADE","ORDER QTY","CR DATE","PRICE","STANDARD PRICE","TERM","CURRENCY","SALES AMOUNT","QTY WH","QTY IN TRANSIT","SALES MOUNT","JAN QTY","JAN AMT","FEB QTY","FEB AMT","MAR QTY","MAR AMT","APR QTY","APR AMT","MAY QTY","MAY AMT","JUN QTY","JUN AMT","JUL QTY","JUL AMT","AUG QTY","AUG AMT","SEP QTY","SEP AMT","OCT QTY","OCT AMT","NOV AMT","NOV AMT","DES AMT","DES AMT"
"147","BLISTER","FI/17-156-LR03C1-9","'FI/17-156","99680","FJ UNIVERSAL POWER EU LR03 20B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","51,840","15-JAN-18","0.0844","0.0753","FOB","USD","4,375","0","0","1","51,840","3,904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","BLISTER","FI/17-156-LR03G07NC-16","'FI/17-156","84050","FJ PREMIUM EU LR03 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","G07NC","14,400","15-JAN-18","0.1102","0.1102","FOB","USD","1,587","0","0","1","14,400","1,587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","BLISTER","FI/17-156-LR1C-17","'FI/17-156","86560","FJ UNIVERSAL POWER EU LR1 1B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR1","C","3,600","15-JAN-18","0.2292","0.2292","FOB","USD","825","0","0","1","3,600","825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","BLISTER","FI/17-156-LR6C1-1","'FI/17-156","86240","FJ UNIVERSAL POWER EU LR6 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","23,040","15-JAN-18","0.112","0.112","FOB","USD","2,580","23,040","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","BLISTER","FI/17-156-LR6C1-2","'FI/17-156","86300","FJ UNIVERSAL POWER EU LR6 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","389,120","15-JAN-18","0.11","0.11","FOB","USD","42,803","143,360","0","1","245,760","27,034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","BLISTER","FI/17-156-LR6C1-3","'FI/17-156","94980","FJ UNIVERSAL POWER EU LR6 4B+2","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","14,400","15-JAN-18","0.102","0.102","FOB","USD","1,469","14,400","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","BLISTER","FI/17-156-LR6C1-4","'FI/17-156","94990","FJ UNIVERSAL POWER EU LR6 8B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","76,800","15-JAN-18","0.0949","0.0949","FOB","USD","7,288","61,440","0","1","15,360","1,458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","BLISTER","FI/17-156-LR6C1-5","'FI/17-156","95000","FJ UNIVERSAL POWER EU LR6 20B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","43,200","15-JAN-18","0.1136","0.1071","FOB","USD","4,908","43,200","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","BLISTER","FI/17-156-LR6G06NC-14","'FI/17-156","84300","FJ HIGH POWER EU LR6 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","G06NC","8,000","15-JAN-18","0.13","0.13","FOB","USD","1,040","0","0","1","8,000","1,040","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","BLISTER","FI/17-156-LR6G08NC-15","'FI/17-156","82280","FJ PREMIUM EU LR6 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","G08NC","11,520","15-JAN-18","0.1333","0.1333","FOB","USD","1,536","0","0","1","11,520","1,536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","BLISTER","FI/17-159-LR03C1-3","'FI/17-159","86350","FJ UNIVERSAL POWER EU LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","C1","8,000","08-JAN-18","0.0843","0.0843","FOB","USD","674","0","0","1","8,000","674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","BLISTER","FI/17-159-LR6C1-1","'FI/17-159","86240","FJ UNIVERSAL POWER EU LR6 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","C1","11,520","08-JAN-18","0.112","0.112","FOB","USD","1,290","0","0","1","11,520","1,290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","BLISTER","FI/17-159-LR6C1-2","'FI/17-159","86300","FJ UNIVERSAL POWER EU LR6 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","C1","20,480","08-JAN-18","0.11","0.11","FOB","USD","2,253","0","0","1","20,480","2,253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","BLISTER","FI/17-159-LR6G08NC-4","'FI/17-159","83970","FJ PREMIUM EU LR6 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","G08NC","40,960","08-JAN-18","0.13","0.13","FOB","USD","5,325","0","0","1","40,960","5,325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","BLISTER","FI/17-161-LR03G07-2","'FI/17-161","10480","ORANGE LR03 2B","FDK CORPORATION","ORANGE","LR03","G07","60,000","25-JAN-18","0.13065","1.0E-5","FOB","USD","7,839","0","0","1","60,000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","BLISTER","FI/17-161-LR6G07-1","'FI/17-161","10470","ORANGE LR6 2B","FDK CORPORATION","ORANGE","LR6","G07","60,000","25-JAN-18","0.1721","1.0E-5","FOB","USD","10,326","0","0","1","60,000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","BLISTER","FI/17-166-LR03G06NC-3","'FI/17-166","77196","SEALINK LR03 8B","FDK CORPORATION","OVERSEAS - SEALINK","LR03","G06NC","9,600","21-MAR-18","0.1147","0.0922","FOB","USD","1,101","0","0","3","0","0","9,600","885","9,600","885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","BLISTER","FI/17-166-LR6G06NC-1","'FI/17-166","71356","SEALINK LR6 4B","FDK CORPORATION","OVERSEAS - SEALINK","LR6","G06NC","16,000","19-FEB-18","0.1147","0.1147","FOB","USD","1,835","0","0","2","16,000","1,835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","BLISTER","FI/17-166-LR6G06NC-2","'FI/17-166","71356","SEALINK LR6 4B","FDK CORPORATION","OVERSEAS - SEALINK","LR6","G06NC","7,040","21-MAR-18","0.1147","0.1147","FOB","USD","807","0","0","3","0","0","7,040","807","7,040","807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","BLISTER","","'FEB O/F","21293","MITSUBISHI GD LR6 2BN","FDK CORPORATION","FDK E - MITSUBISHI GD","LR6","C1","20,000","15-FEB-18","0.2442","0.181","FOB","USD","4,884","0","0","2","20,000","3,620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","BLISTER","","'FEB O/F","22840","FUJITSU G EU2 LR6 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","6,000","22-FEB-18","0.1138","0.1138","FOB","USD","683","0","0","2","0","0","6,000","683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","BLISTER","","'FEB O/F","22850","FUJITSU G EU2 LR6 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","20,000","22-FEB-18","0.1117","0.1117","FOB","USD","2,234","0","0","2","0","0","20,000","2,234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","BLISTER","","'FEB O/F","22860","FUJITSU G EU2 LR03 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","4,000","22-FEB-18","0.0843","1.0E-5","FOB","USD","337","0","0","2","0","0","4,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","BLISTER","","'FEB O/F","22870","FUJITSU G EU2 LR03 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","12,000","22-FEB-18","0.0843","1.0E-5","FOB","USD","1,012","0","0","2","0","0","12,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","BLISTER","","'FEB O/F","82283","FJ PREMIUM ASIA LR6 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","G08NC","60,020","28-FEB-18","0.1333","0.1333","FOB","USD","8,001","0","0","2","0","0","60,020","8,001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","BLISTER","","'FEB O/F","83973","FJ PREMIUM ASIA LR6 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","G08NC","1,280","22-FEB-18","0.13","0.13","FOB","USD","166","0","0","2","0","0","1,280","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","BLISTER","","'FEB O/F","84053","FJ PREMIUM ASIA LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","G07NC","60,000","22-FEB-18","0.1102","0.1102","FOB","USD","6,612","0","0","2","0","0","60,000","6,612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","BLISTER","","'FEB O/F","84303","FJ HIGH POWER ASIA LR6 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","G06NC","12,000","22-FEB-18","0.13","0.13","FOB","USD","1,560","0","0","2","0","0","12,000","1,560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","BLISTER","","'FEB O/F","85003","FJ HIGH POWER ASIA LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","G06NC","12,000","22-FEB-18","0.1069","0.1069","FOB","USD","1,283","0","0","2","0","0","12,000","1,283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","BLISTER","","'FEB O/F","86243","FJ UNIVERSAL POWER ASIA LR6 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","C1","12,000","22-FEB-18","0.112","0.112","FOB","USD","1,344","0","0","2","0","0","12,000","1,344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","BLISTER","","'FEB O/F","86300","FJ UNIVERSAL POWER EU LR6 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","360,000","22-FEB-18","0.11","0.11","FOB","USD","39,600","0","0","2","0","0","360,000","39,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","BLISTER","","'FEB O/F","86303","FJ UNIVERSAL POWER ASIA LR6 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","C1","6,120","22-FEB-18","0.11","0.11","FOB","USD","673","0","0","2","0","0","6,120","673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","BLISTER","","'FEB O/F","86353","FJ UNIVERSAL PWER ASIA LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","C1","12,000","22-FEB-18","0.0843","0.0843","FOB","USD","1,012","0","0","2","0","0","12,000","1,012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","BLISTER","","'FEB O/F","86550","FJ UNIVERSAL POWER EU LR03 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","240,000","22-FEB-18","0.0843","0.0843","FOB","USD","20,232","0","0","2","0","0","240,000","20,232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","BLISTER","","'FEB O/F","86560","FJ UNIVERSAL POWER EU LR1 1B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR1","C","1,600","22-FEB-18","0.2292","0.2292","FOB","USD","367","0","0","2","0","0","1,600","367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","BLISTER","","'FEB O/F","94990","FJ UNIVERSAL POWER EU LR6 8B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","216,000","22-FEB-18","0.0949","0.0949","FOB","USD","20,498","0","0","2","177,280","16,824","38,720","3,675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","BLISTER","","'FEB O/F","94990","FJ UNIVERSAL POWER EU LR6 8B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","374,400","16-MAR-18","0.0949","0.0949","FOB","USD","35,531","0","0","3","0","0","113,600","10,781","374,400","35,531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","BLISTER","","'FEB O/F","97580","FJ UNIVERSAL POWER EU LR03 4B+","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","30,000","22-FEB-18","0.0949","0.0949","FOB","USD","2,847","0","0","2","0","0","30,000","2,847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","BLISTER","","'FEB O/F","98390","FJ UNIVERSAL POWER EU LR03 8B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","100,800","22-FEB-18","0.0885","0.0798","FOB","USD","8,921","0","0","2","0","0","100,800","8,044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","BLISTER","","'INQ YOSHIDA A17-12-02","86240","FJ UNIVERSAL POWER EU LR6 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","C1","11,520","08-FEB-18","0.112","0.112","FOB","USD","1,290","0","0","2","0","0","11,520","1,290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","BLISTER","","'INQ YOSHIDA A17-12-02","86350","FJ UNIVERSAL POWER EU LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","C1","14,400","08-FEB-18","0.0843","0.0843","FOB","USD","1,214","0","0","2","14,400","1,214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","BLISTER","","'JAN-PH3","51620","SONY PLUS D LR6 24B WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","155,520","25-JAN-18","0.0982","0.0982","FOB","USD","15,272","0","0","1","155,520","15,272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","BLISTER","","'MAR O/F","22840","FUJITSU G EU2 LR6 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","6,000","16-MAR-18","0.1138","0.1138","FOB","USD","683","0","0","3","0","0","0","0","6,000","683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","BLISTER","","'MAR O/F","22850","FUJITSU G EU2 LR6 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","20,000","16-MAR-18","0.1117","0.1117","FOB","USD","2,234","0","0","3","0","0","20,000","2,234","20,000","2,234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","BLISTER","","'MAR O/F","22860","FUJITSU G EU2 LR03 2B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","4,000","22-MAR-18","0.0843","1.0E-5","FOB","USD","337","0","0","3","0","0","0","0","4,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","BLISTER","","'MAR O/F","22870","FUJITSU G EU2 LR03 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","12,000","22-MAR-18","0.0843","1.0E-5","FOB","USD","1,012","0","0","3","0","0","0","0","12,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","BLISTER","","'MAR O/F","23926","FUJITSU G AR LR6 2B","FDK CORPORATION","OVERSEAS - FJ G ARS","LR6","C1","97,100","16-MAR-18","0.118","0.1159","FOB","USD","11,458","0","0","3","0","0","0","0","97,100","11,254","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","BLISTER","","'MAR O/F","23946","FUJITSU G AR LR03 2B","FDK CORPORATION","OVERSEAS - FJ G ARS","LR03","C1","65,000","22-MAR-18","0.087","0.0855","FOB","USD","5,655","0","0","3","0","0","0","0","65,000","5,558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","BLISTER","","'MAR O/F","76386","SEALINK LR03 2B","FDK CORPORATION","OVERSEAS - SEALINK","LR03","G06NC","3,000","22-MAR-18","0.1147","0.1147","FOB","USD","344","0","0","3","0","0","0","0","3,000","344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","BLISTER","","'MAR O/F","77196","SEALINK LR03 8B","FDK CORPORATION","OVERSEAS - SEALINK","LR03","G06NC","6,400","22-MAR-18","0.1147","0.0922","FOB","USD","734","0","0","3","0","0","0","0","6,400","590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","BLISTER","","'MAR O/F","82283","FJ PREMIUM ASIA LR6 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","G08NC","60,230","22-MAR-18","0.1333","0.1333","FOB","USD","8,029","0","0","3","0","0","0","0","60,230","8,029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","BLISTER","","'MAR O/F","83973","FJ PREMIUM ASIA LR6 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","G08NC","1,280","22-MAR-18","0.13","0.13","FOB","USD","166","0","0","3","0","0","0","0","1,280","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","BLISTER","","'MAR O/F","84053","FJ PREMIUM ASIA LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","G07NC","60,000","22-MAR-18","0.1102","0.1102","FOB","USD","6,612","0","0","3","0","0","0","0","60,000","6,612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","BLISTER","","'MAR O/F","85003","FJ HIGH POWER ASIA LR03 2B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","G06NC","20,000","22-MAR-18","0.1069","0.1069","FOB","USD","2,138","0","0","3","0","0","0","0","20,000","2,138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","BLISTER","","'MAR O/F","85053","FJ HIGH POWER ASIA LR03 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","G06NC","47,080","22-MAR-18","0.098","0.098","FOB","USD","4,614","0","0","3","0","0","0","0","47,080","4,614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","BLISTER","","'MAR O/F","86300","FJ UNIVERSAL POWER EU LR6 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","720,000","22-MAR-18","0.11","0.11","FOB","USD","79,200","0","0","3","0","0","0","0","720,000","79,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","BLISTER","","'MAR O/F","86303","FJ UNIVERSAL POWER ASIA LR6 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR6","C1","4,516","22-MAR-18","0.11","0.11","FOB","USD","497","0","0","3","0","0","0","0","4,516","497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","BLISTER","","'MAR O/F","86550","FJ UNIVERSAL POWER EU LR03 4B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","360,000","22-MAR-18","0.0843","0.0843","FOB","USD","30,348","0","0","3","0","0","0","0","360,000","30,348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","BLISTER","","'MAR O/F","86553","FJ UNIVERSAL PWER ASIA LR03 4B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR03","C1","2,172","22-MAR-18","0.0843","0.0843","FOB","USD","183","0","0","3","0","0","0","0","2,172","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","BLISTER","","'MAR O/F","86560","FJ UNIVERSAL POWER EU LR1 1B","FDK CORPORATION","OVERSEAS - FJ ASIA","LR1","C","1,600","16-MAR-18","0.2292","0.2292","FOB","USD","367","0","0","3","0","0","1,600","367","1,600","367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","BLISTER","","'MAR O/F","94980","FJ UNIVERSAL POWER EU LR6 4B+2","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR6","C1","30,000","16-MAR-18","0.102","0.102","FOB","USD","3,060","0","0","3","0","0","0","0","30,000","3,060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","BLISTER","","'MAR O/F","97580","FJ UNIVERSAL POWER EU LR03 4B+","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","30,000","22-MAR-18","0.0949","0.0949","FOB","USD","2,847","0","0","3","0","0","30,000","2,847","30,000","2,847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","BLISTER","","'MAR O/F","98390","FJ UNIVERSAL POWER EU LR03 8B","FDK CORPORATION","OVERSEAS - FJ EUROPE","LR03","C1","216,000","22-MAR-18","0.0885","0.0798","FOB","USD","19,116","0","0","3","0","0","0","0","216,000","17,237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","BLISTER","","'SEND APR O/F","10910","SONY PLUS D LR6 2B WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","57,408","23-APR-18","0.1376","0.1165","FOB","USD","7,899","0","0","4","0","0","0","0","0","0","57,408","6,688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","BLISTER","","'SEND APR O/F","10920","SONY PLUS D LR6 4B WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","114,816","23-APR-18","0.1181","0.1083","FOB","USD","13,560","0","0","4","0","0","0","0","0","0","114,816","12,435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","BLISTER","","'SEND APR O/F","10930","SONY PLUS D LR6 4B+2 WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","89,424","23-APR-18","0.1177","0.11","FOB","USD","10,525","0","0","4","0","0","0","0","0","0","60,000","6,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","BLISTER","","'SEND APR O/F","11050","SONY PLUS D LR03 2B WW","FDK CORPORATION","FDK E - SONY SEND","LR03","C1","83,520","23-APR-18","0.1233","0.085","FOB","USD","10,298","0","0","4","0","0","0","0","0","0","83,520","7,099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","BLISTER","","'SEND APR O/F","11120","SONY PLUS D LR03 4B WW","FDK CORPORATION","FDK E - SONY SEND","LR03","C1","97,344","23-APR-18","0.1007","0.0775","FOB","USD","9,803","0","0","4","0","0","0","0","0","0","97,344","7,544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","BLISTER","","'SEND APR O/F","11180","SONY PLUS LR1 1B","FDK CORPORATION","FDK E - SONY SEND","LR1","C","2,400","23-APR-18","0.2995","0.1561","FOB","USD","719","0","0","4","0","0","2,400","375","0","0","2,400","375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","BLISTER","","'SEND APR O/F","11200","SONY PLUS D LR6 1BX12 ULA","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","64,800","23-APR-18","0.1219","0.1094","FOB","USD","7,899","0","0","4","0","0","0","0","0","0","64,800","7,089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","BLISTER","","'SEND APR O/F","11210","SONY PLUS D LR03 1BX12 ULA","FDK CORPORATION","FDK E - SONY SEND","LR03","C1","15,552","23-APR-18","0.099","0.0794","FOB","USD","1,540","0","0","4","0","0","15,552","1,235","0","0","15,552","1,235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","BLISTER","","'SEND APR O/F","11280","SONY BLUE LR6 4B WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","119,808","23-APR-18","0.1081","0.1075","FOB","USD","12,951","0","0","4","0","0","0","0","0","0","119,808","12,879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","BLISTER","","'SEND APR O/F","11390","SONY BLUE LR03 4B WW","FDK CORPORATION","FDK E - SONY SEND","LR03","C1","82,944","23-APR-18","0.0869","0.0762","FOB","USD","7,208","0","0","4","0","0","0","0","0","0","20,080","1,530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","BLISTER","","'SEND APR O/F","11450","SONY BLUE LR6 2B ULA","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","933,888","23-APR-18","0.1102","0.1102","FOB","USD","102,914","0","0","4","0","0","0","0","0","0","367,840","40,536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","BLISTER","","'SEND APR O/F","11540","SONY BLUE LR03 2B ULA","FDK CORPORATION","FDK E - SONY SEND","LR03","C1","950,784","23-APR-18","0.0869","0.0837","FOB","USD","82,623","0","0","4","0","0","0","0","0","0","28,616","2,395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","BLISTER","","'SEND FEB O/F","10890","SONY PT D LR6 2B ULA","FDK CORPORATION","FDK E - SONY SEND","LR6","G07","12,288","23-FEB-18","0.1494","0.144","FOB","USD","1,836","0","0","2","0","0","12,288","1,769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","BLISTER","","'SEND FEB O/F","10900","SONY PT D LR03 2B ULA","FDK CORPORATION","FDK E - SONY SEND","LR03","G07","9,216","23-FEB-18","0.1297","0.1297","FOB","USD","1,195","0","0","2","0","0","9,216","1,195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","BLISTER","","'SEND FEB O/F","10910","SONY PLUS D LR6 2B WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","74,304","23-FEB-18","0.1376","0.1165","FOB","USD","10,224","0","0","2","0","0","74,304","8,656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","BLISTER","","'SEND FEB O/F","10920","SONY PLUS D LR6 4B WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","211,968","23-FEB-18","0.1181","0.1083","FOB","USD","25,033","0","0","2","88,000","9,530","123,968","13,426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","BLISTER","","'SEND FEB O/F","10930","SONY PLUS D LR6 4B+2 WW","FDK CORPORATION","FDK E - SONY SEND","LR6","C1","55,000","23-FEB-18","0.1177","0.11","FOB","USD","6,474","0","0","2","25,440","2,798","29,560","3,252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","BLISTER","","'SEND FEB O/F","11050","SONY PLUS D LR03 2B WW","FDK CORPORATION","FDK E - SONY SEND","LR03","C1","77,376","23-FEB-18","0.1233","0.085","FOB","USD","9,540","0","0","2","15,600","1,326","61,776","5,251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
